Prot Accession,Gene Name,0h,4h,8h,12h,24h,48h
Q8VDD5,Myh9,0.0,-0.6834351723015991,-0.6662234840901761,-0.06053725432728519,0.4154027735876887,0.4867565597854792
Q9ESC8,Aff4,0.0,-0.4176840256880197,-0.14093158839323502,0.7017944868280546,0.7600555932553792,0.3881702825156403
P70290,Mpp1,0.0,-0.5803799634873266,-0.4192159954460492,-0.27087023118910747,-0.049969991510568273,-0.37514908470228986
Q6ZQL4,Wdr43,0.0,-0.48113756716436484,-0.5959366732769026,-0.5094973163888846,-0.5214261000329709,-0.7453566345346301
P17182,Eno1,0.0,-0.8636360139572905,-0.8384159295990333,-0.4840582496035661,0.060496140669208186,0.03881655568483536
O88569,Hnrnpa2b1,0.0,-0.5928835160332839,-0.30352643479997354,-0.1758946590432861,0.23724260410674283,0.02912797519212066
Q62318,Trim28,0.0,-0.8986192620489744,-0.3144354906013029,-0.47160122558076883,-0.12151863138763164,-0.3954016204299257
P54103,Dnajc2,0.0,-1.0812324303525342,-0.9450964529654509,-0.8404392749690092,-0.6211993614334083,-0.8170535983016256
P62717,Gm17541,0.0,-0.5072119800881177,-0.425709061908044,-0.19822604525383178,-0.3240399938557559,-0.7138603766418071
Q9EQU5,Set,0.0,-0.6995726737168974,-0.6051673024555558,-0.3658610322223262,-0.21707396985527466,-0.452690971971181
Q8K3J1,Ndufs8,0.0,-0.24179018964665602,-0.1963645844432191,-0.1881343094709505,-0.18073774002205933,0.08759056689373805
Q8BGD9,Eif4b,0.0,-0.6654391707037897,-0.7543583076414132,-0.5506125270705808,-0.5863331286562412,-0.903169483403095
Q3V4D5,Naa10,0.0,-0.6330969630883361,-0.45007130083362595,-0.3913194775849834,-0.3447935978423746,-0.5676707628142975
G3UY42,Pabpn1,0.0,-0.4716140106957106,-0.30599088738863783,0.41156865936629083,0.616970867734437,0.5016273483885151
Q922U1,Prpf3,0.0,-0.8266456994415944,-0.6455918084060488,-0.5465115094360407,-0.30283189143037464,-0.7023468102964459
Q9DC61,Pmpca,0.0,-0.8710731917132692,-0.4933103072805476,-0.38337071351396657,-0.2837944685662824,-0.5051588796299654
Q8K310,Matr3,0.0,-0.4535499224566466,-0.5558813898816543,-0.3214439769213413,-0.13647921502821997,-0.2618736434817834
Q8CGC7,Eprs,0.0,-0.6351834876660983,-0.49955815455771,-0.4212292995358794,-0.25934623709479876,-0.4257181860440069
G3UVU2,Sf3a2,0.0,-0.37166619400271483,-0.17005892890455893,0.1851878725152291,0.31688545865276335,0.20143666428686302
Q99JY9,Actr3,0.0,-0.8535129376923298,-0.41129491433862975,-0.3776844709291949,-0.2145510938911386,-0.3170689099642013
P40124,Cap1,0.0,-0.8202959260194634,-0.3162797893130683,-0.0010023296116329482,0.4686700442202851,0.4124195562685485
P11103,Parp1,0.0,-0.7134936207172335,-0.3973016678012243,-0.3441788345472658,0.26884297313971944,0.3682071946761295
Q8K2K6,Agfg1,0.0,-0.8432335181810995,-0.8402505777628558,-0.7345661795856007,-0.4353844276927252,-0.716318738426748
Q8BL97,Srsf7,0.0,-0.32717806915665576,-0.2584667153359042,0.16151843151404768,0.22120048253013838,-0.1633427760731216
Q8R1V4,Tmed9,0.0,-0.8333281279159335,-0.48082308366050863,-0.3738531247821604,-0.24932293064021194,-0.5395988896797976
Q9DBR7,Ppp1r12a,0.0,-0.8629864206411336,-0.5820848002617018,-0.3052707343058107,-0.1793138929119715,-0.2607576252061129
P62858,Gm10263,0.0,-1.2280790000008295,-1.0132075701828254,-1.4667969791260222,-1.7023629088596859,-2.2028851937318814
Q8VEK3,Hnrnpu,0.0,-0.6442329546772992,-0.5564689234663527,-0.3614555268878034,-0.11860043840811485,-0.24827529031968518
Q8VDJ3,Hdlbp,0.0,-1.1096344746945228,-0.9791169806409138,-0.5971221115175309,-0.7155373210971173,-1.2000653707949525
P09041,Pgk2,0.0,-0.47778771071115306,-0.19726278772684533,-0.02280749803581394,0.632371998178881,1.4651550046071118
Q6PGB6-4,Naa50,0.0,-0.5020407470979545,-0.42668980460877487,-0.5203237054959888,-0.49690452223514064,-0.8266910514527616
P09838,Dntt,0.0,-0.5961153287111695,-0.2207921307635018,0.1348406140540356,0.17521952827771567,-0.35259850807734167
P97855,G3bp1,0.0,0.12016854618044767,0.6794368322214431,1.2261386898521156,1.5854386173481987,1.5124772118724645
P17809,Slc2a1,0.0,-0.620878896658296,-0.2854761644999222,-0.48221899217509495,0.11179975489983406,0.23579689082743352
Q8C605,Pfkp,0.0,-0.08880395156390118,-0.3967874246732078,-0.6015694365408207,-0.33219245300582834,-0.14838875524050146
Q5SUR0,Pfas,0.0,-0.6653072328215461,-0.4535094358386914,-0.4576949764804473,-0.6544416392719301,-0.7834920355466795
Q66JS6,Eif3j2,0.0,-0.9311551857581827,-0.7912049582545507,-0.9063228156469147,-0.7671759075967085,-1.2455563593618617
P26039,Tln2,0.0,-0.6937279414732525,-0.420620144190448,-0.13417399262061233,0.07844702789197114,0.06496888855113317
Q8CH25,Sltm,0.0,-0.7677066276948007,-0.5995744978843822,-0.403817024708717,-0.26249299464101516,-0.5346373006456502
P62301,Rps13,0.0,-0.9640769040683411,-0.821028240910494,-0.7928968684353288,-0.8030531090922629,-1.179603098044255
Q9D3B1,Ptplb,0.0,-0.9248357339137185,-0.8046620811830123,-0.9042598694630606,-0.7678743662916302,-0.6380456217792799
O88543,Cops3,0.0,-0.7096248231483582,-0.5187831907159446,-0.5250436045225192,-0.4560571140582851,-0.6811563423355181
P55264,Adk,0.0,-0.07026323842108755,0.14946144683621743,0.5174170846275337,0.5916688842938319,0.48464355292679234
Q6ZQ38,Cand1,0.0,-0.6956502503170744,-0.7513938087937156,-0.7072317091183097,-0.2869227896153961,-0.6807453395594728
Q8BTM8,Flna,0.0,-0.511830661278339,-0.18478848563144498,-0.2163252004749818,0.2428732664185321,0.2485249588274877
Q61152,Ptpn18,0.0,-0.86300072061732,-1.1538738071883379,-1.0975023306611769,-0.9429144336997572,-0.7150544339253072
Q9QXT0,Cnpy2,0.0,-0.6210802143502717,-0.9660983951890093,-0.6774909260569143,-0.37381091581082,-0.48226401556251036
Q3TIV5,Zc3h15,0.0,-0.7225812588405084,-0.5416381030712423,-0.5225927984202392,-0.5072546260678092,-0.5950148560249455
Q9QWL7,Krt17,0.0,0.5482811351450889,0.876868428573731,1.6263563952349422,1.8545305400252772,1.9576445165316416
O35129,Phb2,0.0,0.009523208217685335,0.16508704694448675,0.5656302667913234,0.848971002342496,0.5851219830901083
E9Q2S6,Zfp780b,0.0,-0.31463720682511415,0.01486418309330065,0.23363069498556702,0.32520250646012727,0.16551066304861775
Q8BMJ2,Lars,0.0,-1.1847769460041264,-0.6825729661643836,-0.6867652973710107,-0.8893786519219727,-1.6145283218666284
O88879,Apaf1,0.0,-0.9907063824652937,-0.31237885179509317,-0.5608046479008966,0.15022706097414057,0.005211886048232016
Q8BTU1,Gtl3,0.0,-0.727221315716638,-0.7997924719013705,-0.48521954513850574,-0.1485659498318337,-0.3895271843270722
Q9CZD3,Gars,0.0,-0.8783886497524963,-0.5919150217264106,-0.6855248072144184,-0.7043537834809543,-0.7967974497776474
Q9D1R9,Rpl34,0.0,-0.8734200910507917,-0.7307834608621161,-0.6357983540295431,-0.7386604245756644,-1.4087423012582663
G3UW85,Erh,0.0,-1.383934775924054,-1.246834733664641,-0.8107282051235354,-0.5198249844350797,-1.1035628027913393
Q5XJF6,Rpl10a,0.0,-0.9368500686417086,-0.6826035168572842,-0.7197654287573352,-0.6713387119191596,-1.5119029547565568
F6VW30,Ywhaq,0.0,-0.7632240444968248,-0.5504551507498114,-0.1655865572692498,-0.09687865423090328,0.32909848239695383
P10126,Eef1a1,0.0,-0.5559906506651386,-0.9092357312856919,-1.1309818953602122,-1.0693331543127642,-1.2647216619673143
Q7TPV4,Mybbp1a,0.0,-0.8438670728147537,-0.9402451734687632,-0.8150130282283974,-0.9934497568693464,-1.7939883125862246
P30681,Hmgb2,0.0,-0.6604489610480518,-0.3052887985182722,0.01178678849159016,0.33682654438220744,0.346827320865598
Q922B2,Dars,0.0,-0.9143744504517761,-0.6363886533862081,-0.5248914955773234,-0.3117876108803894,-0.7717919172649931
Q9D1M4,Eef1e1,0.0,0.06260432549986851,0.28527461459388886,0.9282642905217293,0.8710824153846768,0.695196570545705
Q4VAA2,Cdv3,0.0,-0.5715146010260775,-0.3895073982910781,-0.18728784068436083,-0.18633363985951826,-0.4929768307680925
P56959,Fus,0.0,-0.4833063823016126,-0.1606612221315417,0.15729874825440254,0.38051924177840774,0.3029795443960088
Q8CBB7,Ap1g1,0.0,-0.5220567980252386,-0.19474717224286206,-0.0129559642872626,0.27758102723898187,0.01420360664849
Q9DBJ1,Pgam1,0.0,-0.8923166673663464,-0.6268410784693357,-0.6173103666592222,-0.07564300966624925,-0.0350886589623975
Q61881,Mcm7,0.0,0.29362894842352444,0.55145287148564,1.2584442473400383,1.3875287582821503,1.1431859170113792
Q9CW03,Smc3,0.0,-0.9444901790702737,-0.5216245425973989,-0.49182537183875047,-0.21731288439829952,-0.3635062467868423
Q78ZA7,Nap1l4,0.0,-0.6607244896350281,-0.3250524776288581,-0.2570614646599051,0.07309345618565923,-0.09106430329151675
P46664,Adss,0.0,-0.9049382557377103,-0.6691098986068099,-0.6977806121219429,-0.6606484316663348,-0.9676981204627961
O88844,Idh1,0.0,-0.6274987596966723,-0.45652384098266297,-0.4059783194931557,-0.29695788369907056,-0.5028814901410835
Q64364,Cdkn2a,0.0,-0.7333540236553848,-0.6795248227762737,-0.6057654662725449,-0.6243506909513267,-1.2814461450530639
P11499,Hsp90ab1,0.0,-0.6530329270633818,-0.6644919524515599,-0.6190407164489921,-0.7045162207446436,-1.1364410822616142
P46460,Nsf,0.0,-0.47532799176827406,-0.4227718040903302,-0.39634963790250205,-0.2386434012595839,-0.4376375625920057
E9PVC5,Eif4g1,0.0,-0.5394113763383649,-0.8304887616295586,-0.6496292354550277,-0.8635765388192123,-1.9844703609024907
J3QJZ3,Gm6472,0.0,-0.11620517025634201,0.22458385370982584,0.6968591808744641,0.6681343638253056,0.11923515184095416
Q8R1Q9,Rbks,0.0,-0.5735636313733163,-0.4178135416480726,-0.2891035552342031,-0.3658069474066556,-0.23701676927871024
Q60749,Khdrbs1,0.0,-0.514546920547054,-0.24428822659427862,0.1923365585555859,0.36043401912117773,0.38026020508672853
P80315,Cct4,0.0,-0.7760312409103767,-0.7456709666075969,-0.6000089246495418,-0.41585481816397346,-0.5101795428973288
P24527,Lta4h,0.0,-0.7561451636883659,-0.5556041877218557,-0.3679077868976021,0.041101257659892254,-0.23627440211706777
P97825,Hn1,0.0,-0.20447447633203036,0.11203984223307263,0.42700360615855304,0.8523666151669215,1.121564822721617
Q3TUE1,Fubp1,0.0,-0.7890291895251641,-0.7120131423282704,-0.5535211791134893,-0.43483178081594454,-0.7231591410785323
P26039,Tln1,0.0,-0.7644652875302863,-0.8961391856648246,-1.0637576018311286,-0.3435927692865676,-0.44183667414006145
Q9R190,Mta2,0.0,-0.1927680273748565,-0.39331231395939753,-0.059666084652061885,0.2907925808559095,0.16906318149607444
Q64674,Srm,0.0,-0.34024948387385756,-0.255570415868135,0.6138943975814791,0.3989038562119277,0.5205617176597148
Q8VDF2,Uhrf1,0.0,-0.8458373906312099,-0.34868811570867897,-0.08798505952281506,-0.007546831761947067,-0.8015863248977648
Q03265,Atp5a1,0.0,-0.5470147027759782,-0.39163688145869324,-0.22208065800112806,-0.09437062683749414,-0.2702979703151169
O88890,Sh2d1a,0.0,-0.9224084176831189,-0.5845329132299303,-0.2832547540835007,-0.14836509026504807,-0.41072642222978917
Q99KG3,Rbm10,0.0,-0.7492390062425855,-0.638876737404117,-0.5515689737135546,-0.5104297320632208,-0.7311771872742244
P13011,Scd2,0.0,-0.9062101845623961,-0.6832261913557147,-0.7468748796446394,-0.9986613247735819,-1.2715108507006205
Q9CZU6,Cs,0.0,-0.7041629643540894,-0.3793169868011093,-0.07871335179601754,0.06442349584115983,-0.1855461007173592
P26040,Ezr,0.0,-0.40174627591016593,0.08297191917982559,0.7488926703609081,1.2014905556281879,1.018941616543092
Q9Z1Q5,Clic1,0.0,-0.6278224734649632,-0.42705367110733755,-0.34047787129023876,0.469909978636309,0.5524570722533594
Q8C2Q7,Hnrnph1,0.0,-0.802889964226061,-0.7977659143737342,-0.5564220064118218,-0.31222413104930297,-0.564820568912033
G3UY93,Vars,0.0,-0.7316364825516712,-0.6510811798502524,-0.6465997683207844,-0.3922696867682193,-0.5146461325452727
Q922S8,Kif2c,0.0,-0.5276317596751967,-0.3304761066825978,-0.24129781791813254,0.05279870056850721,-0.07053998374454627
S4R1M2,Safb,0.0,-1.0157169539040498,-0.8176137308428062,-0.5506312623585093,-0.42925823878649905,-0.45988824791978944
D3Z5I1,Zc3hav1,0.0,-1.0018030147762722,-0.7274291885244403,-0.5596087442253667,-0.41066731312837174,-0.7813242890322258
Q9JHU4,Dync1h1,0.0,-0.7512524735417612,-0.5576435550139653,-0.3647482628486233,-0.21749938647434763,-0.3797866581439396
P70318,Tial1,0.0,-0.5254014423332762,-0.3356982087126037,-0.2579684188979266,0.0047549345363006885,0.06475523319927562
O08583,Alyref,0.0,-0.5626405062238083,-0.2986028892463267,-0.14096873582544828,0.13457483453842442,-0.1526560817885376
Q9R0Q3,Tmed2,0.0,-0.4463439108919296,-0.31079711915676406,-0.17687787375275008,-0.00038386530341514246,-0.03801663635798022
P80314,Cct2,0.0,-0.3087261163468077,-0.54466734004131,-0.425428961461973,-0.4848658449111247,-0.18026182997422166
P13011,Scd3,0.0,-0.5900753132675153,-0.44268062016084325,-0.6643475049014668,-0.28918767778971743,-0.6554149513009914
Q3U9G9,Lbr,0.0,-0.7043119213842531,-0.44996910240266635,-0.36831488162862025,0.19287261889927373,0.29079567712592747
Q8BMS1,Hadha,0.0,-0.7717777787492455,-0.2673310035049853,-0.06449462260137921,0.06601052124813535,-0.04192688455298378
Q3THS6,Mat1a,0.0,-0.5400516618837637,-0.4566569833436827,-0.3712225702209602,-0.20158080913669754,-0.49727409606680345
Q99JI6,Rap1b,0.0,-0.7068017797214916,-0.3038988684787022,-0.2931649004501528,-0.48493342144241414,-0.5714945474268462
Q5SUS9,Ewsr1,0.0,0.738028084260204,1.2279722259851724,1.9109483038569686,2.1153888888857137,2.0776558116444233
P34884,Mif,0.0,-0.7192449699842891,-0.5078103531329937,-0.3577267408831982,-0.2355257611333186,-0.010188754839542876
Q6GT24,Prdx6,0.0,-1.1234954014651408,-1.1447371093604413,-0.675107664775642,-0.4937714285137826,-0.6926736540364905
Q3UZ39,Lrrfip1,0.0,-0.7749106703309485,-0.7141504818445064,-0.6561782441728172,-0.20825230832780905,-0.27582995406747185
Q61164,Ctcf,0.0,0.478679232194589,0.7400998297865363,1.4421103442373304,1.88986460700734,1.8762187187700097
Q9CVB6,Arpc2,0.0,-0.2960208470778256,0.009468858526260532,0.35904229755489026,0.5122288048003502,0.5801940692272671
Q9DCC5,Cbx3,0.0,-1.1911017793680625,-0.734141037119623,-0.8148498629023888,-0.564544281673526,-0.5894222408585229
Q07076,Anxa7,0.0,-0.6874234248411242,-0.6580145911314346,-0.4147392636322132,-0.3235367253593764,-0.4609727869201556
B1AT82,Prpsap1,0.0,0.3502809447994527,0.6790262032448658,1.2611130845208918,1.4923567839015692,1.3410859491466045
Q9CRB9,Chchd3,0.0,-0.5321525634927741,-0.24679618267548284,-0.1522641376562568,-0.22983611503643,-0.3552484350708249
O70456,Sfn,0.0,-0.8364436647521297,-0.512807813530922,-0.3237564887412512,-0.21463065174518847,-0.3298863614272509
E9Q5A0,Rpl13a,0.0,-1.124259023667853,-0.7057350836187418,-0.7021588077144568,-0.7451551915989301,-1.5880969471701434
Q8K0D5,Gfm1,0.0,-0.6473545069011086,-0.557217903934625,-0.6747994404827744,-0.7399117261102574,-1.3370734536179099
E9Q7G0,Numa1,0.0,-0.9727616647837779,-0.645305892077075,-0.4944227394281399,-0.22386609595937662,-0.06479619486487742
G3UWA6,Slc3a2,0.0,-1.050515291178174,-1.161931305356048,-1.0198379891772424,-0.28460001992668243,-0.776549847421723
Q9Z204-2,Hnrnpc,0.0,-0.5863526805019833,-0.3420995836485622,-0.3800887445255626,-0.186523253855372,-0.4111337628109806
Q6P542,Abcf1,0.0,-0.6927156717867284,-0.5113836432209965,-0.2848930075067332,-0.12755474705194977,-0.7657194448007737
Q9D8N0,Eef1g,0.0,-0.9641797984863653,-0.9272724670280262,-0.8222799056865674,-0.5572752377859361,-0.7425293195278169
O54824,Il16,0.0,-0.8760711237936307,-0.35554981271960023,-0.07701167845145432,0.06927066247027856,-0.03163351714861806
F6ZDS4,Tpr,0.0,-0.8176814019364367,-0.5324146896306041,-0.7136254569693793,-0.3629862979194799,-0.8456707153410071
P61982,Ywhag,0.0,-0.5017636311949537,-0.3249963107131409,0.055775714279091525,0.19767642408558275,0.019825271110225546
Q02053,Uba1,0.0,-0.8528024336549291,-0.5846206666791874,-0.3172544028624649,0.006936045089791779,-0.140148213971839
Q99KP6,Prpf19,0.0,-0.7728785633502082,-0.5814153222040244,-0.6800267143402429,-0.31088894334411166,-0.29063993004488636
Q3UHZ7,Uap1,0.0,-0.6208375768540534,-0.5350949471102469,-0.4471517045677108,-0.3264204674808162,-0.3664849726910489
Q61937,Npm1,0.0,-0.8137918915816147,-0.7857816176737472,-0.8264434758558993,-0.9322194192983193,-1.4910531618551957
Q9JM90,Stap1,0.0,-0.5386451798971451,-0.1591037147839582,0.12567181622553195,0.1759158056790481,0.009411848414911573
Q8R0F6,Ilkap,0.0,-0.5378698335841836,-0.1393219753555388,0.06175834040408902,0.1398636906668218,-0.13305274403955594
O35286,Dhx15,0.0,-0.7254149830239969,-0.7107561565484428,-0.7880701716999003,-0.3906170121209154,-0.6942572678021868
Q9D554,Sf3a3,0.0,-0.6360563490123391,-0.5156707442460224,-0.2571103640408798,-0.16534286159412592,-0.48704028292061696
Q9R0U0,Srsf10,0.0,-0.7981096365208509,-0.643157384961502,-0.2890548471389924,-0.10727651169707514,-0.3952353219920831
Q9D8L3,Ssr4,0.0,-0.6203835202674125,-0.43827476210002475,-0.37496542003421107,-0.09082983915252985,-0.3184540778740001
Q91X20,Ash2l,0.0,-0.8513479704470515,-0.5140769347067194,-0.5065953540066499,-0.21767301783958662,-0.5536024867001318
P56399,Usp5,0.0,-0.5308048925515456,-0.3346848474351118,-0.21838886830086018,0.03476405806447653,-0.2820454337117825
Q3U0V1,Khsrp,0.0,-0.7671479901676967,-0.6022974224748341,-0.4785879261111535,-0.31178144748697645,-0.22124381859879474
Q99P72,Rtn4,0.0,-0.9043588571729025,-0.5933691547386635,-0.5102987096702777,-0.3395760102961678,-0.7025847263634545
G3X9Q0,Mbnl1,0.0,-0.9492336296346386,-0.810955322364864,-0.845431590986103,-0.4001592003845824,-0.548005901898728
Q99JX7,Nxf1,0.0,-0.5801635726227301,-0.32492316788454256,-0.12719590839211525,0.01582405687794029,-0.06917684756126773
